i18n_上海市,i18n_上海市,i18n_嘉定区,31.359964,121.23971,south
i18n_上海市,i18n_上海市,i18n_奉贤区,30.910637,121.54979,south
i18n_上海市,i18n_上海市,i18n_宝山区,31.393934,121.40023,south
i18n_上海市,i18n_上海市,i18n_崇明区,31.59192,121.60757,south
i18n_上海市,i18n_上海市,i18n_徐汇区,31.164864,121.43502,south
i18n_上海市,i18n_上海市,i18n_普陀区,31.259653,121.38744,south
i18n_上海市,i18n_上海市,i18n_杨浦区,31.300535,121.5248,south
i18n_上海市,i18n_上海市,i18n_松江区,31.01713,121.21575,south
i18n_上海市,i18n_上海市,i18n_浦东新区,31.114965,121.71678,south
i18n_上海市,i18n_上海市,i18n_虹口区,31.278606,121.480965,south
i18n_上海市,i18n_上海市,i18n_金山区,30.830639,121.23837,south
i18n_上海市,i18n_上海市,i18n_长宁区,31.20926,121.37627,south
i18n_上海市,i18n_上海市,i18n_闵行区,31.088953,121.41456,south
i18n_上海市,i18n_上海市,i18n_青浦区,31.126799,121.081116,south
i18n_上海市,i18n_上海市,i18n_静安区,31.272667,121.44611,south
i18n_上海市,i18n_上海市,i18n_黄浦区,31.217932,121.47904,south
i18n_云南省,i18n_临沧市,i18n_临翔区,23.84552,100.13243,south
i18n_云南省,i18n_临沧市,i18n_云县,24.323723,100.22576,south
i18n_云南省,i18n_临沧市,i18n_凤庆县,24.606773,99.91334,south
i18n_云南省,i18n_临沧市,i18n_双江拉祜族佤族布朗族傣族自治县,23.46655,99.878075,south
i18n_云南省,i18n_临沧市,i18n_永德县,24.086304,99.41928,south
i18n_云南省,i18n_临沧市,i18n_沧源佤族自治县,23.271902,99.26516,south
i18n_云南省,i18n_临沧市,i18n_耿马傣族佤族自治县,23.639185,99.42693,south
i18n_云南省,i18n_临沧市,i18n_镇康县,23.897688,98.998344,south
i18n_云南省,i18n_丽江市,i18n_华坪县,26.643707,101.24236,south
i18n_云南省,i18n_丽江市,i18n_古城区,26.867775,100.32304,south
i18n_云南省,i18n_丽江市,i18n_宁蒗彝族自治县,27.263212,100.76984,south
i18n_云南省,i18n_丽江市,i18n_永胜县,26.4885,100.69759,south
i18n_云南省,i18n_丽江市,i18n_玉龙纳西族自治县,27.101357,99.940865,south
i18n_云南省,i18n_保山市,i18n_施甸县,24.653027,99.15118,south
i18n_云南省,i18n_保山市,i18n_昌宁县,24.755344,99.58454,south
i18n_云南省,i18n_保山市,i18n_腾冲市,25.275692,98.493515,south
i18n_云南省,i18n_保山市,i18n_隆阳区,25.202358,99.06253,south
i18n_云南省,i18n_保山市,i18n_龙陵县,24.495934,98.83562,south
i18n_云南省,i18n_大理白族自治州,i18n_云龙县,25.891518,99.30586,south
i18n_云南省,i18n_大理白族自治州,i18n_剑川县,26.436417,99.743126,south
i18n_云南省,i18n_大理白族自治州,i18n_南涧彝族自治县,24.89957,100.416466,south
